AI CHESSATHON MATCH LOG
=======================

MATCH
  Round          Qualifier round 85
  Team           catfish
  Colour         White
  Opponent       pheanup
  Opening        Nimzo-Indian Defence
  Start FEN      rnbq1rk1/pp3ppp/4pn2/b1p5/2BP4/P1N1P2P/1P3PP1/R1BQK1NR w KQ - 1 9
  You moved      First
  Machine        w-4ddd0e
  Finished       2026-09-09 16:07:30 UTC
  Match ID       a8f6b1d1-2b0d-4446-bb7e-34feb5e28c76

INIT
  Ready in       27.8 s
  Budget         90.0 s
  Used           31 percent

CLOCK
  Base           120.0 s plus 0.5 s per move
  Moves          102
  Time used      163.3 s
  Slowest        9.1 s on move 21
  Fastest        0.0 s on move 43
  Average        1.6 s
  Left at end    7.7 s

RESULT
  Lost by checkmate
  Game lasted 328.3 s

MOVES
    #  move          time     clock left
  nativesearch e2f1 depth 14 score -99 nodes 2704082 4134ms clock 73907
  nativesearch c2b2 depth 15 score -130 nodes 2393200 3543ms clock 70271
  nativesearch e1e2 depth 15 score -130 nodes 1150170 1688ms clock 67227
  nativesearch b2c2 depth 15 score -130 nodes 5872129 9083ms clock 66037
  nativesearch a3a4 depth 12 score -107 nodes 684163 1065ms clock 57452
  nativesearch c2b2 depth 15 score -119 nodes 5631632 8553ms clock 56884
  nativesearch e2f3 depth 15 score -112 nodes 1592966 2374ms clock 48829
  nativesearch b2b7 depth 15 score -103 nodes 1633368 2149ms clock 46953
  nativesearch b7a7 depth 14 score -211 nodes 2979237 4146ms clock 45302
  nativesearch f3g3 depth 15 score -232 nodes 2111543 2860ms clock 41653
  nativesearch g3d6 depth 15 score -251 nodes 1959798 2475ms clock 39291
  nativesearch c4d6 depth 16 score -253 nodes 4624371 5669ms clock 37313
  nativesearch a7f7 depth 16 score -284 nodes 3299057 4037ms clock 32142
  nativesearch f7f6 depth 17 score -284 nodes 995976 1208ms clock 28603
  nativesearch f6g6 depth 16 score -284 nodes 1715907 2007ms clock 27893
  nativesearch g6f6 depth 16 score -284 nodes 4333031 5244ms clock 26384
  nativesearch g2g4 depth 12 score -315 nodes 1056542 1260ms clock 21638
  nativesearch d6f5 depth 12 score -322 nodes 1067112 1287ms clock 20876
  nativesearch g1h2 depth 12 score -201 nodes 759507 896ms clock 20087
  nativesearch f6h6 depth 12 score -318 nodes 1264247 1496ms clock 19690
  nativesearch h6h4 depth 13 score -385 nodes 1586235 1883ms clock 18691
  nativesearch h4h5 depth 13 score -385 nodes 403090 478ms clock 17306
  nativesearch h5g5 depth 13 score -393 nodes 1037696 1175ms clock 17327
  nativesearch f5h4 depth 15 score -396 nodes 2128861 2713ms clock 16650
  nativesearch g5f5 depth 9 score -365 nodes 242048 285ms clock 14435
  nativesearch h2g3 depth 0 score 0 nodes 0 0ms clock 14648
  nativesearch g3f4 depth 11 score -449 nodes 1691945 1738ms clock 15146
  nativesearch f5e5 depth 12 score -440 nodes 963346 992ms clock 13906
  nativesearch e5d5 depth 13 score -440 nodes 2463943 2512ms clock 13412
  nativesearch h4f3 depth 14 score -451 nodes 504442 511ms clock 11397
  nativesearch f4e4 depth 13 score -451 nodes 2052256 2082ms clock 11384
  nativesearch e4e5 depth 13 score -451 nodes 1972248 2015ms clock 9801
  nativesearch d5d4 depth 11 score -441 nodes 977975 1002ms clock 8284
  nativesearch d4d6 depth 11 score -454 nodes 1152051 1158ms clock 7780
  nativesearch d6d3 depth 12 score -454 nodes 1392525 1415ms clock 7120
  nativesearch e5f4 depth 9 score -425 nodes 427439 442ms clock 6203
  nativesearch f4g5 depth 9 score -451 nodes 1317689 1327ms clock 6259
  nativesearch g5f5 depth 9 score -458 nodes 267069 274ms clock 5430
  nativesearch d3a3 depth 8 score -457 nodes 177353 168ms clock 5654
  nativesearch a3d3 depth 9 score -467 nodes 323794 316ms clock 5984
  nativesearch d3b3 depth 9 score -466 nodes 426092 410ms clock 6165
  nativesearch b3a3 depth 11 score -484 nodes 902127 886ms clock 6253
  nativesearch a3d3 depth 9 score -495 nodes 152830 152ms clock 5865
  nativesearch f5g6 depth 10 score -519 nodes 408664 380ms clock 6211
  nativesearch g6f7 depth 10 score -490 nodes 494291 464ms clock 6329
  nativesearch f7f6 depth 11 score -504 nodes 664000 634ms clock 6363
  nativesearch d3c3 depth 12 score -508 nodes 682497 639ms clock 6227
  nativesearch c3a3 depth 11 score -508 nodes 1258098 1216ms clock 6086
  nativesearch a3a6 depth 11 score -498 nodes 764126 724ms clock 5368
  nativesearch a6a5 depth 10 score -498 nodes 547852 513ms clock 5143
  nativesearch a5a6 depth 11 score -513 nodes 496553 465ms clock 5127
  nativesearch a6a1 depth 11 score -520 nodes 499043 483ms clock 5160
  nativesearch a1a4 depth 10 score -497 nodes 1135211 1119ms clock 5175
  nativesearch a4a3 depth 9 score -517 nodes 255645 249ms clock 4554
  nativesearch a3a1 depth 10 score -517 nodes 957478 909ms clock 4804
  nativesearch f6g7 depth 9 score -535 nodes 556145 495ms clock 4394
  nativesearch a1a3 depth 9 score -498 nodes 930757 889ms clock 4397
  nativesearch g7f6 depth 11 score -548 nodes 627336 560ms clock 4007
  nativesearch a3b3 depth 11 score -548 nodes 557564 486ms clock 3943
  nativesearch f6g5 depth 9 score -497 nodes 514541 483ms clock 3956
  nativesearch b3b8 depth 9 score -515 nodes 466211 454ms clock 3971
  nativesearch b8b2 depth 8 score -551 nodes 276832 270ms clock 4016
  nativesearch b2g2 depth 10 score -558 nodes 698888 648ms clock 4244
  nativesearch g5f6 depth 10 score -560 nodes 980629 914ms clock 4094
  nativesearch f6g5 depth 10 score -619 nodes 233130 212ms clock 3677
  nativesearch g5f6 depth 13 score -823 nodes 833086 753ms clock 3964
  nativesearch f6e7 depth 13 score -823 nodes 775914 712ms clock 3709
  nativesearch e7d7 depth 12 score -952 nodes 226791 202ms clock 3495
  nativesearch d7c8 depth 13 score -1115 nodes 621227 540ms clock 3791
  nativesearch e3e4 depth 11 score -1024 nodes 947166 819ms clock 3749
  nativesearch c8b8 depth 12 score -2405 nodes 449041 359ms clock 3429
  nativesearch b8c8 depth 12 score -1846 nodes 883895 641ms clock 3568
  nativesearch c8d8 depth 0 score 0 nodes 0 0ms clock 3425
  nativesearch g2g3 depth 13 score -2477 nodes 1153179 797ms clock 3922
  nativesearch g3a3 depth 14 score -2405 nodes 476285 319ms clock 3623
  nativesearch a3a2 depth 17 score -99982 nodes 1255418 734ms clock 3802
  nativesearch d8c8 depth 17 score -99982 nodes 632499 338ms clock 3566
  nativesearch a2a7 depth 16 score -99984 nodes 37235 22ms clock 3727
  nativesearch c8b8 depth 14 score -99986 nodes 44 1ms clock 4202
  nativesearch b8c8 depth 12 score -99988 nodes 38 1ms clock 4700
  nativesearch c8d8 depth 10 score -99990 nodes 32 1ms clock 5198
  nativesearch d8c8 depth 8 score -99992 nodes 2753 2ms clock 5696
  nativesearch c8b8 depth 6 score -99994 nodes 446 2ms clock 6192
  nativesearch b8a8 depth 4 score -99996 nodes 14 0ms clock 6688
  nativesearch a8b8 depth 0 score 0 nodes 0 0ms clock 7186

Email hello@aichessathon.com with this file if anything here is unclear.
